number of bedrooms,number of bathrooms,lot area,number of floors,waterfront present,condition of the house,grade of the house,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,House_Age,Total_Area
4,2,6093,2.0,0,3,8,2003,122035,52.5831,-114.337,1930,8022,1,60,330000,22,2105
4,2,4558,2.0,0,3,7,2002,122024,52.6095,-114.212,2370,5506,3,59,329950,23,2120
2,1,3000,1.0,0,4,6,1918,122028,52.9146,-114.536,1560,4500,1,52,310000,107,700
3,2,4500,2.0,0,3,8,2014,122023,52.4883,-114.388,2009,4500,1,57,309780,11,2242
2,1,12960,1.0,0,3,7,1968,122056,52.7002,-114.451,2070,12960,1,58,305000,57,2160
3,1,7424,1.0,0,3,7,1962,122046,52.6907,-114.361,1710,7772,3,77,305000,63,1580
2,1,169448,1.0,0,3,6,1947,122014,52.9761,-114.512,1220,11240,1,50,300000,78,1010
3,2,7199,2.0,0,4,7,1992,122024,52.5792,-114.224,1410,6751,2,59,275250,33,1520
3,2,4050,2.0,0,3,7,2010,122024,52.597,-114.209,1660,3800,3,57,274500,15,1450
2,1,2119,2.0,0,3,7,2008,122034,52.784,-114.552,1020,4800,2,79,265050,17,800
4,3,8170,1.0,0,4,7,1948,122014,52.9681,-114.492,1310,8169,1,67,265000,77,1940
5,1,7800,1.0,0,3,7,1962,122056,52.7427,-114.511,1740,7808,2,71,262000,63,1870
4,2,7992,2.0,0,4,7,1975,122067,52.625,-114.366,1710,7500,3,55,260000,50,1620
4,2,5787,2.0,0,3,7,2002,122043,52.5827,-114.505,2030,6615,2,55,256000,23,2050
4,2,8960,1.0,0,3,7,1960,122063,52.7279,-114.422,2430,8960,3,66,255000,65,2430
4,2,3179,2.0,0,3,8,2002,122023,52.5558,-114.376,1678,3590,2,51,255000,23,1680
2,1,7128,1.0,0,4,7,1980,122067,52.6258,-114.379,1400,7161,3,64,253000,45,1310
3,2,7738,1.0,0,3,8,1965,122060,52.6862,-114.52,2170,8452,2,56,250000,60,1920
3,1,24805,1.0,0,3,6,1984,122067,52.6536,-114.385,2150,4339,3,71,250000,41,1200
3,2,7231,1.0,0,4,7,1991,122067,52.6336,-114.381,1550,7245,2,54,223000,34,1110
5,1,6700,1.5,0,3,6,1942,122052,52.7375,-114.54,1370,8040,3,63,185000,83,1590
4,2,5000,2.0,0,3,7,1991,122043,52.6128,-114.492,1630,6000,3,75,175000,34,1780
2,1,6600,1.5,0,3,6,1964,122056,52.7128,-114.514,1330,6600,2,63,123000,61,1050
4,4,19412,2.0,0,3,11,2014,122057,52.7755,-114.401,3820,17064,3,52,2350000,11,5010
4,3,10929,2.0,0,3,10,2006,122048,52.8559,-114.384,1780,9999,3,55,1880000,19,3930
3,2,4800,2.0,0,3,9,1909,122047,52.8617,-114.502,2260,4800,3,71,1760000,116,2360
4,3,3600,2.0,0,3,9,1999,122047,52.8652,-114.474,2980,4800,3,57,1630000,26,2980
5,3,18129,2.0,0,3,9,1952,122057,52.7633,-114.407,3750,16316,3,51,1200000,73,3420
5,2,8921,2.0,0,3,9,2000,122010,52.923,-114.392,2710,9308,1,79,1150000,25,3580
3,2,33503,1.5,0,4,8,1969,122020,52.8144,-114.271,3150,15542,3,63,1140000,56,2780
4,2,8281,2.0,0,4,9,1995,122010,52.8999,-114.385,3000,8281,2,69,1130000,30,3160
4,3,60123,2.0,0,3,11,2000,122045,52.8867,-114.194,4920,101930,2,53,1100000,25,5070
4,5,43560,2.0,0,4,11,1978,122049,52.8653,-114.37,3650,43995,1,50,1040000,47,4110
4,3,10860,2.0,0,3,11,2008,122015,52.7366,-114.338,3560,8070,3,77,1030000,17,4370
3,3,4000,2.0,0,3,10,2005,122032,52.8693,-114.593,1910,5000,2,80,1020000,20,3620
4,2,16263,2.0,0,3,9,1989,122027,52.7757,-114.343,2730,10018,2,50,1010000,36,2980
6,2,54160,2.0,1,3,7,1954,122052,52.7269,-114.566,2790,26809,2,72,975000,71,2520
4,2,9525,2.0,0,5,9,1968,122057,52.7939,-114.407,2770,9525,1,73,940000,57,2490
3,2,5000,2.0,0,5,8,1945,122007,52.9311,-114.579,1820,5000,2,50,850000,80,3230
3,2,8800,2.0,0,3,9,1961,122057,52.8053,-114.412,2340,10980,3,53,850000,64,2470
4,4,25714,2.0,0,3,12,2005,122023,52.5369,-114.338,3620,23035,1,71,835000,20,4930
4,2,4203,2.0,0,3,9,2002,122010,52.918,-114.354,3150,5169,3,58,815000,23,3150
3,1,9041,1.0,0,4,7,1954,122048,52.8458,-114.403,3260,10020,1,76,810000,71,1520
3,4,2250,3.0,0,3,8,1997,122028,52.8898,-114.545,2080,2250,2,72,715000,28,2080
3,1,4500,1.0,0,5,7,1960,122057,52.8166,-114.44,1590,9000,2,54,650000,65,1380
3,2,10115,1.0,0,3,8,1959,122049,52.8684,-114.364,2800,10143,3,79,640000,66,1980
4,2,10000,1.0,0,3,8,1977,122064,52.803,-114.564,2480,5000,3,56,633000,48,2360
3,2,13418,1.0,0,3,8,1955,122048,52.8375,-114.39,2140,9380,1,64,610000,70,2300
3,1,1526,3.0,0,3,8,2014,122028,52.8836,-114.544,1570,1274,1,66,609000,11,1630
4,2,10786,1.0,0,3,8,1970,122029,52.8259,-114.306,2140,10788,3,59,605000,55,2800
3,2,6405,2.0,0,3,8,2001,122008,52.7673,-114.064,2580,6285,1,74,605000,24,2610
5,2,13899,2.0,0,4,8,1975,122005,52.8673,-114.295,2270,10763,2,61,600000,50,3000
5,3,4900,2.0,0,5,7,1940,122007,52.9192,-114.576,1370,4606,1,69,588000,85,2190
3,1,6743,1.0,0,3,7,1955,122009,52.8045,-114.586,2040,6000,3,51,575000,70,1530
4,2,8624,1.0,0,4,8,1969,122005,52.8923,-114.342,1970,8402,1,61,565000,56,2230
3,2,10254,2.0,0,3,9,2006,122015,52.7188,-114.33,2800,9323,3,61,554950,19,2950
4,2,4350,2.0,0,5,9,1943,122032,52.8803,-114.6,1620,5800,3,56,554729,82,2020
3,1,5000,1.5,0,5,7,1909,122026,52.9055,-114.557,1240,4900,3,60,529950,116,1240
4,3,6160,2.0,0,3,8,2014,122015,52.7084,-114.312,2670,5600,3,66,519995,11,2590
5,3,9629,1.0,0,5,7,1977,122017,52.9945,-114.387,2150,10500,1,51,515000,48,2740
2,1,3521,2.0,0,3,8,1989,122030,52.8392,-114.336,1840,3576,3,60,509000,36,1930
3,2,11447,2.0,0,3,9,1986,122018,52.5336,-114.53,3000,11447,1,63,490600,39,3316
3,1,8000,2.0,0,3,7,1978,122005,52.9271,-114.32,1530,7500,1,67,474000,47,1530
3,2,5692,2.0,0,3,8,2000,122052,52.7433,-114.569,1320,5390,2,80,445838,25,2250
3,2,1348,2.0,0,3,8,2005,122032,52.8813,-114.574,1630,6000,2,63,439990,20,1930
3,1,5080,1.0,0,3,7,1958,122006,52.9119,-114.477,1780,7620,2,53,430000,67,1810
3,1,1022,3.0,0,3,8,2007,122006,52.9289,-114.507,1270,1205,1,50,425000,18,1400
4,2,9000,1.0,0,5,7,1972,122033,52.9606,-114.423,1370,7592,3,51,410000,53,1700
2,2,1252,2.0,0,3,8,2006,122016,52.752,-114.58,1410,1265,3,62,405500,19,1350
4,2,7200,1.0,0,4,7,1963,122038,52.9948,-114.52,2010,7752,3,55,400000,62,2230
2,1,1005,1.5,0,3,9,2011,122012,52.7746,-114.208,1440,1188,3,69,399900,14,1410
5,1,10453,1.0,0,3,8,1948,122031,52.6808,-114.558,2250,11250,1,66,395000,77,1840
4,2,35070,1.5,0,3,8,1963,122046,52.6542,-114.371,2520,34986,2,66,395000,62,2640
4,2,76877,1.0,0,3,8,2004,122035,52.5791,-114.303,1740,34848,2,63,390000,21,1900
2,1,5040,1.0,0,3,7,1956,122007,52.9277,-114.555,1570,5040,3,54,370000,69,860
2,1,4600,1.0,0,4,7,1942,122064,52.7574,-114.569,930,4600,1,60,357000,83,870
4,2,5523,2.0,0,3,7,1999,122060,52.662,-114.518,1720,6646,2,65,345000,26,2040
4,2,6448,2.0,0,3,8,2001,122065,52.6113,-114.394,1860,5872,2,62,342000,24,2300
3,1,4814,1.5,0,3,6,1908,122006,52.9181,-114.51,1730,3990,1,76,341000,117,1390
8,2,6695,1.0,0,3,7,1977,122038,52.9865,-114.521,1760,7624,3,74,340000,48,2790
3,1,7969,1.0,0,3,7,1950,122042,52.6967,-114.404,1790,7425,2,66,312500,75,1830
4,1,11325,1.0,0,4,7,1969,122067,52.6254,-114.396,1720,11088,2,75,304900,56,2600
2,1,6200,1.0,0,3,7,1948,122038,52.9934,-114.53,1470,7800,2,78,295950,77,1190
3,1,11250,1.0,0,3,7,1967,122042,52.6927,-114.403,2200,11250,1,74,290000,58,1440
3,2,3593,2.0,0,3,7,2004,122024,52.6142,-114.232,1610,3612,3,67,288000,21,1520
5,2,6300,2.0,0,3,8,1995,122023,52.5566,-114.359,2240,7005,3,71,285000,30,2270
4,2,6962,2.0,0,3,8,1997,122023,52.5628,-114.377,2170,6803,3,61,280500,28,1890
3,1,10875,1.0,0,4,7,1962,122070,52.6982,-114.473,1470,8532,2,55,267000,63,1740
3,2,7793,1.0,0,4,7,1992,122067,52.6353,-114.371,1720,7793,2,79,265900,33,1180
3,1,8610,1.0,0,5,7,1959,122053,52.7274,-114.359,1070,5940,1,55,265000,66,1020
4,2,11385,1.0,0,4,7,1962,122018,52.544,-114.553,2110,11385,1,61,264500,63,2060
2,1,1598,2.0,0,3,7,1995,122038,52.9381,-114.532,1110,1598,2,69,255000,30,920
3,1,8868,1.0,0,4,7,1959,122072,52.5488,-114.402,1630,9706,3,64,250000,66,1770
3,1,8750,1.0,0,3,7,1960,122060,52.6725,-114.523,1890,8825,1,64,240000,65,1570
4,1,6000,1.5,0,3,6,1923,122034,52.7607,-114.542,950,4000,1,77,220000,102,1200
4,1,7200,1.0,0,4,7,1966,122039,52.5685,-114.472,1500,7350,1,77,198000,59,2080
2,0,5240,1.0,0,4,4,1912,122066,52.6181,-114.424,850,5080,2,59,100000,113,660
3,1,7200,1.0,0,5,7,1960,122010,52.9121,-114.386,2280,7200,2,54,625000,65,1300
3,2,7609,2.0,0,3,8,2003,122012,52.7691,-114.259,2590,4000,1,62,600000,22,2320
4,2,5000,2.0,0,4,9,1937,122047,52.868,-114.48,4510,9248,2,63,1740000,88,2920
4,2,4275,2.0,0,3,9,2004,122006,52.9025,-114.517,1810,4500,3,77,1200000,21,2700
4,2,12653,2.0,0,4,8,1972,122057,52.766,-114.415,2350,10980,2,71,825000,53,2110
4,3,5700,1.5,0,3,7,1953,122006,52.9111,-114.473,2080,5700,1,63,671000,72,3130
3,2,1326,3.0,0,3,8,1995,122003,52.8757,-114.564,1680,1592,2,68,499000,30,1540
3,1,4950,1.0,0,3,7,1984,122038,52.9625,-114.527,1100,5250,2,67,459500,41,1470
4,2,4620,1.5,0,3,9,1917,122009,52.8175,-114.572,2790,5308,3,70,1280000,108,3160
2,1,4000,1.0,0,5,7,1952,122028,52.9189,-114.532,1270,5700,2,66,625000,73,1990
3,1,7700,1.0,0,3,8,1975,122033,52.9525,-114.392,1930,8560,3,62,395000,50,1480
3,2,6765,2.0,0,4,9,1946,122006,52.9186,-114.466,2630,7626,1,65,1640000,79,3110
4,3,4103,2.0,0,5,9,1925,122061,52.871,-114.539,2560,4160,2,56,1450000,100,3770
4,3,108900,2.0,0,4,10,1987,122045,52.8882,-114.228,3170,107076,3,76,1360000,38,5430
4,2,4000,2.0,0,3,9,2013,122047,52.8498,-114.479,3040,4400,3,80,1300000,12,2360
3,2,46609,2.0,0,3,9,1997,122029,52.8266,-114.302,4030,17880,2,66,1280000,28,3870
3,2,38322,2.0,0,3,10,1989,122045,52.9192,-114.238,3540,35926,3,70,888550,36,3540
3,1,12686,1.0,0,4,7,1952,122048,52.8186,-114.385,3020,11550,3,72,875000,73,1820
4,3,36246,1.5,0,3,9,1923,122019,52.8393,-114.26,3520,13178,1,70,870000,102,3040
4,3,9786,2.0,0,3,9,2004,122045,52.9084,-114.216,3920,8200,2,66,866000,21,3990
5,2,5639,2.0,0,3,9,2014,122045,52.9148,-114.206,3625,5639,1,65,861990,11,3595
3,2,8476,1.0,0,4,8,1967,122057,52.7702,-114.405,2610,9835,1,57,821000,58,2760
4,2,4800,1.0,0,3,8,1953,122003,52.867,-114.561,2050,3505,1,50,780000,72,2600
4,3,241322,2.0,0,3,9,1981,122021,52.9602,-114.286,3770,87821,1,75,775000,44,4100
4,2,18600,2.0,0,4,9,1977,122058,52.9773,-114.447,2880,14400,1,51,747500,48,2350
3,3,11070,2.0,0,4,8,1980,122005,52.8778,-114.307,2450,11070,3,53,685000,45,2030
3,1,10032,1.0,0,4,8,1984,122027,52.7827,-114.35,2430,9732,2,60,681000,41,1880
4,2,3920,2.0,0,3,9,2005,122011,52.7825,-114.18,2410,4063,3,66,680000,20,2330
6,3,36171,2.0,0,4,8,1970,122012,52.7008,-114.205,3660,42874,3,74,670000,55,4050
5,2,68519,2.0,0,5,8,1958,122008,52.7565,-114.025,1670,35910,2,66,670000,67,2860
5,2,17788,1.0,0,4,8,1963,122010,52.9019,-114.353,1760,18282,1,54,665000,62,2800
4,2,18653,2.0,0,3,8,1985,122019,52.8749,-114.249,2230,9744,3,74,645000,40,2690
4,2,5650,1.5,0,4,8,1910,122009,52.8078,-114.572,1310,5750,1,67,631500,115,2530
3,2,1850,2.0,0,3,10,2011,122012,52.7607,-114.264,2310,2680,1,53,593000,14,1830
3,2,4777,2.0,0,5,7,1908,122006,52.9192,-114.501,1580,3822,3,66,588000,117,1860
4,2,6137,2.0,0,3,8,1990,122019,52.8487,-114.23,2120,7468,2,79,575000,35,2400
3,1,3330,1.5,0,4,7,1901,122028,52.8897,-114.542,1530,3330,3,61,570000,124,1890
3,2,2808,1.0,0,4,7,1924,122054,52.8245,-114.481,2270,5328,1,65,570000,101,1640
2,2,5750,1.0,0,5,6,1910,122009,52.7968,-114.574,1580,5750,1,59,558000,115,1580
3,1,4200,1.5,0,4,7,1920,122007,52.9082,-114.551,1660,3750,2,66,555000,105,1740
4,1,4704,1.5,0,3,7,1930,122006,52.9218,-114.51,1360,5413,1,65,548800,95,1660
3,2,10086,2.0,0,3,8,1987,122005,52.909,-114.303,1940,10272,1,63,542500,38,2040
3,2,15229,2.0,0,3,8,1984,122043,52.6248,-114.515,2590,15229,3,59,538250,41,2590
2,1,746,2.0,0,3,8,2009,122026,52.8984,-114.553,1520,1519,2,69,536000,16,1130
3,1,2500,1.0,0,3,7,1918,122004,52.8981,-114.495,1580,2750,1,65,530000,107,1320
6,3,8401,1.0,0,3,8,1979,122022,52.9526,-114.489,1400,8403,3,72,527000,46,3000
3,2,1237,3.0,0,3,8,2014,122026,52.904,-114.577,1510,2501,3,57,510000,11,1420
3,2,9053,2.0,0,3,8,2009,122015,52.7245,-114.339,3010,6026,1,56,509900,16,3030
2,2,1209,2.0,0,3,8,2006,122013,52.8669,-114.517,1300,1169,2,55,505000,19,1060
4,2,8640,1.0,0,3,7,1955,122027,52.8074,-114.343,1620,9000,1,56,500000,70,1700
3,2,3012,2.0,0,3,9,2011,122038,52.9612,-114.524,1720,7658,2,76,500000,14,1720
3,2,2091,2.0,0,3,8,2014,122011,52.7745,-114.203,1630,1546,1,67,494815,11,1910
2,1,4650,1.0,0,4,7,1906,122006,52.9177,-114.515,1640,3900,1,70,494000,119,1290
4,2,6250,2.0,0,3,8,2002,122053,52.7474,-114.384,2110,4711,2,53,481000,23,2286
3,2,9090,1.0,0,4,7,1959,122029,52.8368,-114.32,1960,9090,3,64,480000,66,1680
5,2,8050,1.0,0,4,7,1977,122033,52.9512,-114.362,1840,8471,3,75,475000,48,2510
3,2,12793,2.0,0,3,8,1993,122058,52.9647,-114.416,2290,9035,1,51,450000,32,1990
3,1,8394,1.0,0,4,8,1971,122005,52.8934,-114.334,1920,9184,2,76,450000,54,1480
2,2,2500,2.0,0,3,7,1985,122007,52.9093,-114.585,1660,5000,2,65,445000,40,1240
5,1,3000,1.5,0,3,8,1902,122054,52.8255,-114.496,1740,4000,1,64,443000,123,1650
3,2,4800,2.0,0,5,6,1948,122007,52.9233,-114.551,1500,4800,3,76,437500,77,1490
3,1,17568,1.0,0,4,8,1967,122021,52.979,-114.273,2070,11745,2,78,437000,58,2220
3,2,1075,3.0,0,3,8,2009,122012,52.7705,-114.216,1620,1237,3,67,420000,16,1620
3,2,19206,2.0,0,3,7,1989,122019,52.85,-114.242,1710,21485,2,53,410000,36,1450
4,2,217014,1.0,0,4,8,1982,122023,52.5253,-114.273,2340,107898,3,76,404950,43,2340
3,2,9625,2.0,0,3,8,1993,122025,52.7176,-113.99,1920,10343,3,78,391500,32,1920
2,1,4440,1.0,0,3,6,1981,122022,52.9435,-114.477,1060,5715,1,71,382500,44,1190
3,2,2491,3.0,0,3,7,2007,122022,52.949,-114.507,1420,1156,1,73,378000,18,1601
2,1,1575,2.0,0,3,7,2001,122054,52.8214,-114.485,1220,1740,1,74,374000,24,1260
4,1,7920,2.0,0,4,7,1960,122038,52.9756,-114.526,1720,7998,3,60,373000,65,1590
3,1,22000,2.0,0,3,8,1931,122056,52.7189,-114.476,1440,16640,2,71,360000,94,1800
3,2,4200,2.0,0,3,8,2014,122024,52.6006,-114.207,2370,4200,3,71,351999,11,2370
3,2,3748,2.0,0,3,7,2004,122008,52.762,-114.04,1970,3748,3,62,339000,21,1450
2,1,5192,1.0,0,5,7,1951,122052,52.7419,-114.576,1190,5320,1,76,335950,74,800
3,2,7904,1.5,0,3,8,1998,122039,52.5465,-114.442,2460,8622,1,55,328000,27,2250
3,1,7552,1.0,0,4,6,1948,122014,52.9852,-114.517,1200,8152,2,70,320000,77,1560
3,1,11646,1.0,0,3,7,1950,122058,53.0062,-114.46,1490,10003,1,66,320000,75,2220
3,1,10576,1.0,0,4,7,1969,122037,52.9875,-114.262,1300,10000,1,69,320000,56,1120
4,3,10800,1.0,0,3,6,1960,122046,52.6776,-114.359,1430,10800,1,68,300000,65,2200
3,1,5160,1.5,0,5,6,1919,122034,52.7556,-114.547,1060,5160,1,68,300000,106,930
4,2,5195,2.0,0,3,7,2007,122067,52.6286,-114.356,2090,5236,1,74,300000,18,2090
3,2,4170,2.0,0,3,7,2004,122024,52.6142,-114.23,1560,4237,1,66,296475,21,1520
3,1,7500,1.5,0,4,8,1918,122068,52.4362,-114.183,1650,7500,2,72,295000,107,1940
3,1,7222,2.0,0,4,7,1908,122059,52.7515,-114.52,1240,5100,3,61,295000,117,1640
4,2,7102,2.0,0,4,8,1981,122018,52.5286,-114.56,1880,7950,2,54,266000,44,1995
2,1,6685,1.0,0,3,7,1926,122038,52.9486,-114.544,1420,6561,2,59,245000,99,1500
3,1,6000,1.0,0,3,5,1954,122053,52.7277,-114.365,1170,6000,2,77,230000,71,1390
3,1,1201,2.0,0,3,8,2014,122059,52.7937,-114.485,1210,1552,3,64,230000,11,1140
3,1,6000,1.0,0,4,7,1967,122072,52.5556,-114.399,1240,6000,3,75,229500,58,1230
3,1,9563,1.0,0,5,7,1967,122018,52.5164,-114.547,1280,9600,2,52,215000,58,960
3,1,7300,1.0,0,4,7,1968,122072,52.5157,-114.387,2030,8424,3,55,209950,57,1180
3,1,5000,1.0,0,3,6,1961,122018,52.559,-114.528,1120,8470,1,73,199990,64,1100
2,1,27007,1.0,0,4,5,1910,122012,52.754,-114.23,1730,12632,3,56,195000,115,1190
2,1,7700,1.0,0,3,7,1981,122042,52.6899,-114.395,1370,8833,3,54,170500,44,1060
4,5,14986,2.0,0,3,11,2001,122071,52.8604,-114.426,2270,8119,1,73,2460000,24,6500
6,2,11000,2.0,0,3,10,1931,122004,52.8922,-114.462,2950,5300,3,77,2180000,94,4710
3,2,8343,2.0,1,4,9,1939,122022,52.9565,-114.471,2990,13104,1,80,1680000,86,3490
4,2,18226,3.0,1,3,10,1984,122053,52.7469,-114.399,2870,11151,2,70,1570000,41,2890
4,3,5500,2.0,0,3,9,2014,122004,52.8944,-114.483,1550,4200,3,76,1210000,11,3150
4,3,6654,2.0,0,3,10,2006,122032,52.8761,-114.579,2840,6400,2,70,1200000,19,3960
3,2,48743,2.0,0,3,11,1991,122027,52.7963,-114.315,2950,8299,3,61,1150000,34,3830
5,4,217800,2.0,0,3,11,1992,122046,52.6773,-114.276,3270,34500,3,58,1140000,33,7320
3,2,13791,1.0,0,3,8,2006,122031,52.6689,-114.541,2720,12600,2,53,1130000,19,2790
4,2,31931,1.0,0,4,10,1978,122030,52.8688,-114.339,3180,35007,1,65,1120000,47,3180
2,2,11340,1.5,0,3,9,1997,122057,52.8135,-114.417,3030,11340,2,55,1090000,28,2360
4,3,126759,2.0,0,4,10,1991,122012,52.6749,-114.169,3060,118047,3,53,1050000,34,4740
4,2,3433,1.5,0,3,8,1927,122047,52.8682,-114.497,1970,3484,2,69,1050000,98,2250
4,2,10849,2.0,0,3,10,2013,122010,52.9128,-114.376,2470,9131,3,66,999000,12,3130
5,2,5040,2.0,0,3,9,1927,122064,52.7827,-114.569,1450,5040,3,63,970000,98,3500
3,2,7800,1.0,0,4,7,1941,122050,52.9347,-114.568,3010,9918,1,62,950000,84,3480
3,2,12600,2.0,0,4,11,1978,122019,52.8666,-114.248,3030,12835,3,64,900000,47,3180
4,2,4020,3.0,0,5,8,1979,122044,52.8454,-114.481,2270,3750,3,78,890000,46,2310
4,3,108464,2.0,0,4,8,1979,122020,52.822,-114.208,2340,4938,2,55,875000,46,3110
3,2,13391,2.0,0,4,9,1985,122043,52.5729,-114.52,3470,12779,3,66,819000,40,3176
4,3,3634,2.0,0,3,9,2007,122011,52.7819,-114.191,3200,3650,3,70,812000,18,3370
2,2,8572,1.0,0,3,9,2007,122045,52.9536,-114.223,2680,8569,3,68,810000,18,2700
3,2,25150,1.0,0,4,10,1987,122027,52.8006,-114.342,2900,19604,3,52,789900,38,3420
4,3,53428,2.0,0,3,10,2004,122046,52.6658,-114.275,2340,30904,3,56,782000,21,5270
2,2,2500,2.0,0,5,8,1901,122047,52.8533,-114.49,1890,5000,2,70,780000,124,2560
4,4,7221,2.0,0,3,10,2004,122020,52.8133,-114.16,3490,7518,3,62,765000,21,3010
4,2,5859,2.0,0,3,9,2010,122019,52.8357,-114.237,2960,5250,2,79,760005,15,3090
4,2,8400,2.0,0,5,8,1965,122029,52.856,-114.309,1910,8056,3,75,720000,60,2410
4,3,9316,2.5,0,3,10,1991,122030,52.825,-114.323,2580,9242,3,58,711600,34,3580
5,2,9180,1.0,0,4,8,1975,122005,52.8689,-114.288,2650,9780,3,77,695500,50,2510
4,2,35400,2.0,0,3,9,1991,122021,52.9847,-114.304,3050,35252,3,52,690000,34,3220
4,2,5140,2.0,0,3,8,2006,122028,52.9251,-114.536,1190,5101,3,60,674600,19,2610
3,2,3496,2.0,0,3,8,2012,122011,52.7906,-114.201,2160,3501,2,76,673000,13,2830
4,3,57499,1.0,0,3,9,2003,122041,52.8769,-114.087,2560,26372,2,66,650000,22,3720
4,2,37522,2.0,0,3,9,1987,122020,52.8152,-114.182,2980,35280,1,55,645000,38,2850
2,2,3507,2.0,0,3,9,2005,122011,52.7845,-114.192,2290,3640,3,66,630000,20,2290
3,1,16313,1.0,0,2,8,1973,122057,52.8043,-114.402,3180,10264,2,75,623000,52,2050
2,2,1890,1.5,0,4,8,1927,122003,52.8702,-114.561,2160,4000,2,50,613000,98,1170
3,2,46609,1.5,0,4,7,1969,122021,52.9829,-114.306,2460,43560,2,77,600000,56,1900
4,2,11370,2.0,0,3,8,1991,122033,52.9415,-114.429,2190,9611,3,68,600000,34,2250
3,2,14680,1.0,0,3,8,1987,122005,52.878,-114.308,2390,13848,3,78,599000,38,2560
2,2,4665,1.0,0,3,8,2006,122045,52.939,-114.207,2165,6262,3,55,592350,19,1570
4,2,6185,2.0,0,3,9,1999,122053,52.7529,-114.382,2720,6185,1,70,585000,26,2630
4,2,35752,1.0,0,3,8,1980,122020,52.8048,-114.221,3030,34000,1,53,580000,45,2130
3,2,5980,1.0,0,3,7,1987,122012,52.7776,-114.265,1910,6309,3,51,580000,38,1940
4,1,17476,1.0,0,3,7,1956,122031,52.6856,-114.559,2790,16401,2,73,568000,69,2790
4,2,9800,1.0,0,3,8,1968,122010,52.896,-114.368,2170,9800,2,78,560000,57,1950
3,2,9670,2.0,0,3,8,1984,122005,52.8682,-114.3,2160,11424,1,76,557500,41,1820
3,3,3582,2.0,0,3,8,2005,122012,52.7638,-114.257,1445,1590,2,63,550000,20,2490
3,1,8030,1.0,0,3,7,1966,122005,52.9,-114.345,1540,7875,3,77,542000,59,1070
2,2,779,2.0,0,3,7,1975,122048,52.8259,-114.388,1780,794,1,62,530000,50,1785
5,2,9375,1.0,0,4,8,1968,122027,52.8007,-114.318,2820,9375,1,80,527700,57,2820
2,1,3408,1.0,0,4,7,1912,122044,52.8418,-114.489,1130,3408,2,79,517000,113,1920
3,2,4592,2.0,0,3,8,1992,122011,52.8064,-114.186,1810,4758,1,78,513000,33,1810
4,2,7200,1.0,0,3,8,1977,122052,52.7333,-114.562,2030,8008,3,70,485000,48,1900
2,1,3040,1.0,0,3,7,1924,122028,52.9025,-114.519,1470,3814,1,78,480000,101,1060
3,1,13750,1.0,0,4,7,1955,122027,52.8071,-114.341,1430,11400,1,77,479000,70,1340
4,2,14178,2.0,0,3,8,1997,122055,52.967,-114.145,2530,14055,3,79,469950,28,2530
3,1,9848,1.0,0,5,7,1962,122053,52.769,-114.37,1830,8168,1,62,468000,63,1830
4,2,8331,2.0,0,3,9,1991,122046,52.6657,-114.349,2760,8174,2,71,460000,34,2620
4,2,10300,1.0,0,3,8,1921,122050,52.9881,-114.549,1910,7750,3,62,458400,104,1910
4,3,6000,2.0,0,4,8,2002,122043,52.6377,-114.521,1660,7800,1,74,455000,23,3440
4,2,5539,2.0,0,3,8,2013,122025,52.7059,-113.924,2680,5992,2,68,449990,12,2680
3,2,217800,2.0,0,3,8,1998,122015,52.7457,-114.297,2500,217800,3,65,440000,27,1860
4,2,9503,2.0,0,3,8,1980,122017,52.994,-114.357,1950,9600,2,71,439000,45,2570
2,2,1372,3.0,0,3,8,2000,122006,52.9076,-114.508,1610,3090,2,72,438000,25,1270
4,2,9640,1.0,0,3,8,1998,122022,52.9569,-114.515,2100,9600,3,67,435000,27,2230
4,2,3143,2.0,0,3,7,2010,122015,52.7348,-114.344,2640,3200,1,55,435000,15,2150
3,2,6039,1.0,0,5,7,1942,122064,52.7736,-114.568,1330,6042,3,57,430000,83,1550
2,1,4000,1.0,0,3,7,1940,122007,52.9148,-114.576,1150,4000,2,60,427550,85,880
4,1,7700,2.0,0,4,7,1970,122053,52.7681,-114.367,1310,7700,2,73,415000,55,1920
3,1,5752,1.0,0,4,7,1945,122064,52.7654,-114.568,1110,5201,3,60,412000,80,1880
4,2,7283,1.0,0,3,8,1963,122014,52.9735,-114.507,1500,8134,1,55,410000,62,2060
4,2,4020,2.0,0,3,9,2006,122024,52.5833,-114.217,3010,4916,3,73,410000,19,2560
3,2,6000,1.5,0,4,7,1920,122054,52.8052,-114.494,1620,4000,1,62,410000,105,1320
3,1,7683,1.5,0,5,7,1953,122022,52.95,-114.508,1550,7271,3,78,405000,72,1010
4,1,4840,1.5,0,4,7,1928,122064,52.786,-114.566,1320,4840,3,60,399500,97,1360
3,1,16552,1.0,0,4,7,1967,122021,52.9726,-114.306,2780,45302,3,73,390000,58,1180
3,2,15000,1.0,0,3,7,1961,122025,52.7185,-113.973,1690,14400,2,66,383000,64,2090
4,2,32400,1.0,0,3,8,1962,122043,52.59,-114.508,1390,9152,1,65,380000,63,1984
3,2,43821,2.0,0,4,9,1990,122023,52.5463,-114.332,2370,65340,1,73,378500,35,2860
